,N,P,K,temperature,humidity,ph,rainfall,label
400,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,pigeonpeas
401,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,pigeonpeas
402,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,pigeonpeas
403,27,57,24,27.33534897,43.35795962,6.09186275,142.33036769999995,pigeonpeas
404,10,79,18,21.0643684,55.46985938,5.624731337999999,184.6226709,pigeonpeas
405,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,pigeonpeas
406,40,70,20,31.80130272,45.03186173,5.623490042999999,147.03614419999997,pigeonpeas
407,38,55,19,33.18184225,38.23184742,5.864623352000001,198.8298806,pigeonpeas
408,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,pigeonpeas
409,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,pigeonpeas
410,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,pigeonpeas
411,16,56,17,33.80020039,40.03262418,7.445444882999999,176.6165894,pigeonpeas
412,31,72,17,28.69180475,49.47225353,5.833031707999999,96.36222901,pigeonpeas
413,16,80,20,31.24021696,56.67369054,7.3393209289999986,122.0146733,pigeonpeas
414,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,pigeonpeas
415,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,pigeonpeas
416,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,pigeonpeas
417,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,pigeonpeas
418,26,67,24,36.97794384,37.73992903,5.642813116,161.48129630000005,pigeonpeas
419,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,pigeonpeas
420,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,pigeonpeas
421,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,pigeonpeas
422,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,pigeonpeas
423,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,pigeonpeas
424,16,71,24,18.33124824,38.40975482,4.946369874,139.64833169999997,pigeonpeas
425,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas
426,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas
427,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas
428,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas
429,1,76,19,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas
430,6,69,19,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas
431,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas
432,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas
433,27,71,23,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas
434,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas
435,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas
436,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas
437,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas
438,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas
439,39,60,15,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas
440,6,66,15,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas
441,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas
442,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas
443,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas
444,16,73,19,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas
445,23,75,25,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas
446,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas
