,N,P,K,temperature,humidity,ph,rainfall,label
300,13,60,25,17.13692774,20.59541693,5.68597166,128.256862,kidneybeans
301,25,70,16,19.63474332,18.90705639,5.759237003,106.3598183,kidneybeans
302,31,55,22,22.91350245,21.33953114,5.873171894,109.225556,kidneybeans
303,40,64,16,16.43340342,24.24045875,5.926676985,140.3717815,kidneybeans
304,2,61,20,22.13974653,23.02251117,5.95561668,76.64128258,kidneybeans
305,26,65,22,17.84806561,18.77621951,5.9499490810000015,143.09841709999995,kidneybeans
306,17,57,21,19.88394011,20.31564139,5.789214288999999,60.91974792,kidneybeans
307,26,80,18,19.32509638,23.3334788,5.581021521,104.7783947,kidneybeans
308,17,59,17,18.416700100000003,23.42829938,5.689858133,132.9801054,kidneybeans
309,27,59,22,21.81167649,23.20591245,5.794158503999999,130.0608093,kidneybeans
310,28,58,24,19.72702528,18.28173015,5.748190462999999,143.7630894,kidneybeans
311,25,57,19,17.15432954,19.87070659,5.566522896,87.99669731,kidneybeans
312,28,80,17,19.62207826,18.67170854,5.809419584,144.1567454,kidneybeans
313,25,60,22,21.63149148,21.17919701,5.887263027,134.3649948,kidneybeans
314,12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans
315,6,77,25,20.61162204,24.36314135,5.792744849,69.63833855,kidneybeans
316,22,79,17,21.42451099,20.39659714,5.912289889,116.5206923,kidneybeans
317,27,80,15,19.07096165,21.21092266,5.7883869510000014,86.21917578,kidneybeans
318,10,55,23,21.18853178,19.63438599,5.728233081,137.1948633,kidneybeans
319,23,65,20,23.0429097,22.42610972,5.833940084,108.3684316,kidneybeans
320,19,78,16,20.65375833,23.10538637,5.967533236,67.71768947,kidneybeans
321,19,65,25,18.09551014,18.29318436,5.6250964460000015,144.7902323,kidneybeans
322,22,70,19,18.23775702,21.07643273,5.515615023,69.44951585,kidneybeans
323,37,64,22,17.48189735,18.8251973,5.954665349,121.9401369,kidneybeans
324,11,71,17,19.9191786,21.47324158,5.74644777,82.68554379,kidneybeans
325,18,79,20,20.27514686,23.2353604,5.877347515,139.7521543,kidneybeans
326,21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,kidneybeans
327,24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,kidneybeans
328,34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,kidneybeans
329,16,75,21,18.50692825,23.61670065,5.679224346,87.05132890000002,kidneybeans
330,17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,kidneybeans
331,37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,kidneybeans
332,40,73,20,21.59343016,20.31871249,5.811314232000001,61.13872036,kidneybeans
333,9,77,17,20.12373284,24.45202552,5.783425416,106.158201,kidneybeans
334,1,62,23,15.43546065,18.37477907,5.607808432000001,139.0302034,kidneybeans
335,33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,kidneybeans
336,23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,kidneybeans
337,6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,kidneybeans
