,N,P,K,temperature,humidity,ph,rainfall,label
700,56,79,15,29.48439992,63.19915325,7.454532137,71.89090748,blackgram
701,25,62,21,26.73433965,68.13999721,7.040056094,67.15096376,blackgram
702,42,61,22,26.27274407,62.28814857,7.418650668,70.23207557,blackgram
703,42,73,25,34.03679184,67.21113844,6.501869314,73.23573601,blackgram
704,44,58,18,28.03644051,65.06601664,6.814410927999999,72.49507741,blackgram
705,50,55,16,28.81460716,65.33538112,7.581442888,62.26242533,blackgram
706,35,72,21,34.03619494,64.28791388,7.741418772,66.85510868,blackgram
707,30,64,20,33.8642935,61.57072498,6.573531614,68.02199825,blackgram
708,27,64,21,32.84213012,68.68401492,7.543804222999999,73.67166182,blackgram
709,50,74,17,27.10053268,63.36085585,6.5408208,73.84949872,blackgram
710,39,73,24,25.65842532,61.18235808,7.22405917,69.28607828,blackgram
711,57,67,25,32.34744009,66.61452812,7.551364319,64.55882254,blackgram
712,52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram
713,55,66,22,30.91219459,68.79427388,7.747775262999999,66.63830637,blackgram
714,51,56,18,28.12787838,64.2097765,6.706505915,70.86340755,blackgram
715,36,66,15,30.08545364,69.34811988,6.668238556,67.1367443,blackgram
716,59,55,19,31.74379487,62.51007687,7.332375138,68.97097538,blackgram
717,50,58,23,27.81326852,62.50460464,7.596802025,69.75555541,blackgram
718,30,65,25,32.88733849,64.59457409,7.70650895,71.50569456,blackgram
719,20,62,18,29.36358721,64.98742947,7.366542647,61.91208707,blackgram
720,58,71,15,27.82592799,67.58618829999999,6.919243702,74.01229707,blackgram
721,25,71,24,28.49538735,60.44848407,7.187721817999999,74.91559514,blackgram
722,52,71,16,27.74274761,68.53997144,7.0758864720000005,71.78615328,blackgram
723,40,63,18,30.41588462,67.66323804,6.74441168,63.02473185,blackgram
724,20,60,25,27.3254209,69.09047809,6.726469087999999,61.19250859,blackgram
725,48,61,21,30.28496619,61.69295127,6.628264883,65.62859526,blackgram
726,49,68,22,28.56840626,61.53278622,7.127064207,63.49726331,blackgram
727,48,62,15,25.36586097,66.6379724,7.538631462000001,65.81655892,blackgram
728,32,66,17,34.9466155,65.26774011,7.162357641,70.1415139,blackgram
729,21,63,22,25.09737391,67.72837887,6.859409487000001,74.61649888,blackgram
730,20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram
731,25,65,21,33.86351172,68.59232289,6.880245789,69.24464096,blackgram
732,41,78,21,25.19857725,60.37332688,6.581313137,70.88787207,blackgram
733,53,67,17,31.77681682,69.01852894,7.296972161,61.46892873,blackgram
734,39,60,21,34.89814946,63.59948557,6.97297656,64.72797143,blackgram
735,25,76,17,31.74105409,68.63525428,7.241148507,62.3061735,blackgram
736,21,78,19,27.16159076,66.76017239,6.92009048,69.85112265,blackgram
737,57,60,17,26.23773129,67.88521396,7.504608385,73.58663968,blackgram
738,56,75,15,30.20157245,60.06534859,7.152272256,66.37171179,blackgram
739,49,72,15,31.55846339,67.83563765,7.137004749,74.86960831,blackgram
740,24,80,19,29.67892453,69.0854554,6.8080417220000005,65.66436565,blackgram
741,49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram
742,28,68,19,34.63880966,61.38597868,7.69950698,72.43169115,blackgram
743,55,78,21,33.39438752,62.93692886,6.602888248999999,63.57445989,blackgram
744,50,64,25,28.84079155,63.37230676,6.734447425,70.25496749,blackgram
745,34,80,19,31.49338309,63.0563645,6.521217963,71.48327008,blackgram
746,20,68,23,25.54960633,63.95425534,7.707332484,63.1830529,blackgram
747,55,67,16,34.37329112,69.69366426,6.596719015,70.27184748,blackgram
748,23,70,15,34.600824700000004,63.11296779,7.403623355,60.41790253,blackgram
749,53,74,15,29.43463808,64.94329356,7.517097,72.17818157,blackgram
750,26,67,16,29.10713092,67.90577375,7.17620823,67.83345933,blackgram
751,33,80,22,28.57006111,65.71765781,6.593961761,70.0866434,blackgram
752,37,79,19,27.54384835,69.3478631,7.143942758,69.40878198,blackgram
753,33,75,21,33.04687968,68.93875631,6.690655045,62.30278274,blackgram
754,22,55,20,33.95309131,69.96100028,7.423530351,61.16350463,blackgram
755,20,68,17,30.11873003,60.11680815,6.578714842999999,71.72980375,blackgram
756,43,68,20,29.57812712,66.17587668,7.497469256,69.43895491,blackgram
757,44,76,22,27.26458947,68.01232937,7.775306272000001,68.91754359,blackgram
758,34,60,16,31.35730791,64.24992106,7.322555222999999,63.85668948,blackgram
759,21,72,17,31.52104732,66.55723677,7.580527339,61.71111448,blackgram
760,25,68,19,29.39982732,64.25510719,7.1084501210000015,67.47677295,blackgram
761,41,62,15,29.38400259,64.14928485,7.358974541,65.24194361,blackgram
762,28,65,23,28.38686534,61.88871127,7.405176138,74.24459122,blackgram
763,35,64,15,28.47442276,63.53604453,6.500144962,69.5274407,blackgram
764,52,58,16,30.64095781,61.14508627,7.167435834,71.36947525,blackgram
765,58,75,25,25.25596239,61.36669662,7.261791753,68.64685069,blackgram
766,34,66,19,32.97030511,60.18122078,7.586642101,73.44678678,blackgram
767,52,70,16,33.66855394,66.60416867,7.534811832999999,67.32520551,blackgram
768,23,57,19,32.83963757,67.99803573,7.251000789,73.40452716,blackgram
769,42,58,25,27.45853567,62.90020977,6.513620917999999,69.46020927,blackgram
770,37,62,17,25.68576704,69.84354028,7.121254928,74.62068748,blackgram
771,44,75,22,30.0328403,64.14800537,7.574561547,71.21006868,blackgram
772,21,80,20,28.20667264,68.27085245,7.350869792,64.32887142,blackgram
773,56,76,16,28.27265858,61.18956161,7.5131510760000015,63.29900785,blackgram
774,29,76,15,28.541723600000005,64.2020154,7.0256077060000015,69.68862306,blackgram
775,43,61,20,26.87187036,61.61367264,6.804253866,63.51822045,blackgram
776,55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram
777,44,63,15,26.42333018,64.51136845,7.338929556,63.46546487,blackgram
778,29,67,21,29.79181107,63.38789228,6.621323612,63.02169909,blackgram
779,47,63,16,27.44003279,67.10464369,6.661870999,72.50669768,blackgram
780,40,68,17,34.1262979,65.14877461,7.733149554,70.40795007,blackgram
781,58,61,15,30.94908189,64.23364112,7.402891666,62.78730907,blackgram
782,41,74,18,28.75751783,61.02701476,6.599147297999999,73.37686831,blackgram
783,58,79,17,27.24766491,66.10123083,7.04174124,62.31842057,blackgram
784,27,62,24,28.63005477,66.770943,7.353876754,62.2737345,blackgram
785,27,60,17,26.41768321,63.64698302,7.026795358999999,64.42177127,blackgram
786,52,65,20,32.81705216,66.15665137,6.814301033,68.83924882,blackgram
787,44,55,25,29.6321052,65.91359954,7.42160832,71.16331975,blackgram
788,21,62,24,33.49077065,62.73317204,6.8473828910000005,65.45328463,blackgram
789,60,59,22,31.86847286,66.74217464,7.191522601,74.22238583,blackgram
790,33,77,21,30.32992227,65.62971858,7.01285529,71.64631281,blackgram
791,59,58,17,28.546224,66.31394098,7.368318809,62.83469851,blackgram
792,29,63,17,30.02629908,67.88811637,7.26154329,66.47264636,blackgram
793,59,63,18,31.65531175,60.13263713,6.52669158,66.69096751,blackgram
794,29,70,15,30.33499674,63.54718862,6.872594461,74.16699119,blackgram
795,58,73,16,33.36984395,65.67718163,6.874142175,64.89517488,blackgram
796,55,77,22,31.4345059,62.99303471,7.76061831,64.77651469,blackgram
797,42,79,23,27.71678273,63.29103387,6.781841984,68.56507978,blackgram
798,44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram
799,38,62,25,32.7477393,67.77954584,7.453975408,63.37784443,blackgram
