,N,P,K,temperature,humidity,ph,rainfall,label
1300,119,25,51,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
1301,119,19,55,25.18780042,83.44621709,6.818261382999999,46.87420883,watermelon
1302,105,30,50,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
1303,114,8,50,24.74631269,88.30866319,6.581587932000001,57.95826144,watermelon
1304,93,22,52,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
1305,80,26,55,24.53442564,88.989272,6.140099215,49.11618732,watermelon
1306,85,27,45,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
1307,85,22,53,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
1308,82,22,45,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
1309,118,13,54,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
1310,83,25,53,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
1311,86,15,47,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
1312,101,10,47,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
1313,119,9,50,26.74550678,83.9195902,6.251286661,40.794305,watermelon
1314,104,17,46,25.7131428,80.22972777,6.190015912000001,43.08961827,watermelon
1315,95,12,51,25.76484262,84.17269959999999,6.681606702000001,44.22066914,watermelon
1316,102,14,52,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
1317,109,21,55,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
1318,81,18,50,26.80750629,88.22874955,6.429788072999999,58.79889057,watermelon
1319,103,17,51,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
1320,105,14,50,26.2148837,87.68839820000002,6.419052193,59.65590798,watermelon
1321,97,8,52,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
1322,120,19,49,25.79448878,84.26830701,6.762471628999998,56.45229202,watermelon
1323,95,16,55,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
1324,83,29,52,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
1325,83,9,45,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
1326,91,21,50,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
1327,116,5,54,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
1328,112,28,54,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
1329,88,29,51,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
1330,118,15,45,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
1331,92,21,48,25.81692236,82.043255,6.377427122,54.82963379,watermelon
1332,106,14,45,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
1333,99,5,47,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
1334,98,8,51,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
1335,108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon
1336,119,7,55,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
1337,117,27,48,26.53259325,82.39053979,6.835268183999999,54.30660782,watermelon
1338,109,10,53,26.81938687,87.8274604,6.5517503060000015,46.06193778,watermelon
1339,80,16,46,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
1340,100,18,52,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
1341,91,7,53,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
1342,86,6,53,25.92030221,83.47202566,6.921847887999999,42.10681516,watermelon
1343,107,5,52,26.6634609,89.98405233,6.8814257460000015,57.40847165,watermelon
1344,103,16,49,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
1345,101,20,48,24.6774157,82.75411437,6.206247493999999,57.05709413,watermelon
1346,85,25,47,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
1347,84,7,51,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
1348,102,28,54,25.15623099,80.27525115,6.862157042000001,55.49541453,watermelon
1349,98,25,52,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
1350,97,25,50,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
1351,90,16,45,24.92093261,80.61750795,6.291540277999999,50.55710813,watermelon
1352,95,12,46,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
1353,82,23,49,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
1354,82,25,51,24.31334971,87.47409052,6.074209622000001,48.11248366,watermelon
1355,110,28,46,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
1356,118,21,51,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
