,N,P,K,temperature,humidity,ph,rainfall,label
1100,2,40,27,29.73770045,47.54885174,5.954626604,90.09586854,mango
1101,39,24,31,33.55695561,53.72979826,4.757114897,98.67527561,mango
1102,21,26,27,27.00315545,47.67525434,5.6995869720000005,95.85118326,mango
1103,25,22,25,33.56150184,45.53556603,5.977413802999999,95.70525913,mango
1104,0,21,32,35.89855625,54.25964196,6.430139436,92.19721736,mango
1105,20,19,35,34.17719782,50.62161586,6.113935087000001,98.00687989,mango
1106,19,21,34,30.01592643,53.19212381,5.074272692,97.72843182,mango
1107,18,17,31,31.74592134,45.16127859,5.667507706,93.75441586,mango
1108,11,36,33,35.99009679,52.22780489,5.978634285,95.3713484,mango
1109,30,28,30,31.86641378,52.19331595,5.064613314,98.46768642,mango
1110,18,19,27,27.75518664,52.34605806,4.772385986000001,94.11213345,mango
1111,23,23,27,34.72413192,51.4271781,5.161148592,97.31258083,mango
1112,37,30,34,27.53907547,53.63549533,6.797779227,99.35408185,mango
1113,11,27,30,27.69637763,48.56224879999999,6.39474303,89.85646496,mango
1114,12,19,31,27.25373364,52.66319725,5.566704378,91.87312479,mango
1115,3,28,33,30.33723921,48.88704844,5.755049971,94.42850522,mango
1116,37,38,32,31.85744939,45.53106268,5.417340525,91.55845821,mango
1117,26,37,30,35.39986338,49.45962621,6.166173833999999,97.41054011,mango
1118,14,18,30,29.80747243,52.13797867,5.191265116,95.74606104,mango
1119,40,16,35,34.16438906,54.16482251,4.954739564,98.33351125,mango
1120,4,20,25,28.93270187,47.94053996,5.664587011,99.9834242,mango
1121,36,25,33,27.98392787,53.33018851,5.548584852,99.61465679,mango
1122,30,17,31,31.20478173,54.49960506,6.804437106,94.62954663,mango
1123,28,37,28,32.13409675,50.52559148,6.097869767000001,98.63333684,mango
1124,38,15,30,28.91862016,48.13974548,5.075504537,97.01331604,mango
1125,12,37,30,31.09779147,47.41196659,4.546466109,90.28624348,mango
1126,38,19,31,34.73823882,49.08864345,5.855119267999999,90.65022183,mango
1127,8,33,29,29.98080499,49.48613279,6.442393461,91.82271568,mango
1128,15,27,28,33.80398664,46.12866113,4.507523551,90.82549241,mango
1129,34,16,25,30.07202564,50.96040505,6.10729559,92.09609766,mango
1130,11,36,31,27.92063282,51.77965917,6.47544932,100.2585673,mango
1131,33,29,34,31.40948821,49.21729127,6.832979508999999,92.99739415,mango
1132,12,31,26,35.7877738,51.94190321,5.395275719,100.2160615,mango
1133,12,34,28,33.36140093,45.02236377,6.13526938,98.81596545,mango
1134,5,16,31,35.96054636,48.69677802,4.555688532,98.00644238,mango
1135,1,30,29,28.33333307,51.39586505,6.4341977560000005,91.67241761,mango
1136,16,35,31,32.27652024,50.19368841,5.316875978000001,95.99487068,mango
1137,35,18,26,31.99490489,50.84881347,5.279388967,97.38741498,mango
1138,4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango
1139,9,29,34,29.38471637,45.88744691,5.72742254,100.8124659,mango
1140,2,38,33,32.38697531,53.2328243,4.691396195,90.21633216,mango
1141,26,32,32,30.91471455,49.92963856,6.810186079,90.14047759,mango
1142,34,38,31,35.37775595,45.58110023,6.454045329,97.41586402,mango
1143,5,32,33,32.32362177,52.58967710000001,5.842763773,93.36718816,mango
1144,31,29,26,28.22373428,47.40519056,5.024124683999999,97.76832322,mango
1145,34,34,35,27.27433181,47.16808054,6.422710539,95.257992,mango
1146,36,19,32,27.10710832,50.70880979,4.94295037,92.37238878,mango
1147,7,17,26,34.89226666,48.75613373,6.414526606,91.63074547,mango
1148,38,15,27,33.7462686,48.50387598,6.777788126,92.26439205,mango
1149,5,19,25,27.351105600000004,54.43945147,6.441328044,96.27792547,mango
1150,37,36,26,32.89300162,52.61323969,4.650536197,94.49161372,mango
1151,21,31,32,35.38598705,51.42664176,5.254532213,90.29643888,mango
1152,37,36,27,27.552973600000005,47.90859131,5.910634533,90.40332704,mango
1153,23,23,30,32.82141065,47.45553843,4.755273631000001,90.89173106,mango
1154,36,26,26,30.17294105,51.0845903,6.814630246,95.23444287,mango
1155,24,33,35,29.26382931,54.82257868,5.342866119,100.7586226,mango
1156,26,18,30,32.06097197,51.08494181,6.336234623999999,96.59816497,mango
1157,22,17,26,28.69818144,47.71875722,4.754435025,99.642454,mango
1158,11,34,32,29.14305008,49.40983294,6.831706773,97.55155537,mango
1159,29,35,28,28.347161100000005,53.53903102,6.9674177660000005,90.40260445,mango
1160,22,28,26,27.67256197,45.41692012,4.947683034,92.84991507,mango
1161,23,24,32,28.1218093,46.16888595,5.630619901,93.30247448,mango
1162,1,35,34,30.79375683,46.69536813,6.27339822,92.21318555,mango
1163,2,24,34,28.89409382,54.80750249,6.472774648,94.76322976,mango
1164,39,37,25,33.33024826,45.61143594,6.953246506,98.28583013,mango
1165,15,36,27,27.78912455,53.96886679,5.6437102160000014,91.01152997,mango
1166,3,18,31,31.65333432,48.20662669,6.392313972999999,91.09745581,mango
1167,8,38,32,29.75150773,46.73723302,4.981816523,91.405983,mango
1168,33,31,34,31.32995611,50.22287593,5.421265282999999,89.78216168,mango
1169,14,29,32,35.63627319,48.97047762,6.942520105,97.51952041,mango
1170,18,20,26,31.66524687,51.98594645,5.435840509,89.98024312,mango
1171,9,21,32,32.26935342,53.56092806,5.870116071,95.94035356,mango
1172,20,30,27,27.81005614,51.59445462,4.74910393,95.89898581,mango
1173,9,38,25,34.58561471,50.34035336,5.497946899,100.3060719,mango
1174,26,24,34,31.27180992,52.23810152,6.811291098,89.74409017,mango
1175,31,36,29,33.93679864,52.72170281,6.460542749,97.4611918,mango
1176,14,18,35,31.09154239,47.02058367,4.791146778,91.46664318,mango
1177,40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango
1178,28,27,34,32.45465292,50.69693751,6.526654345,95.04871605,mango
1179,0,17,30,35.47478322,47.97230503,6.279133738,97.79072474,mango
1180,1,29,29,27.32961444,49.30347234,6.052026047000001,93.53197359,mango
1181,2,36,31,30.90225239,49.95955487,5.73171945,91.77522598,mango
1182,12,27,26,29.09382275,45.5661059,5.32307197,96.23520043,mango
1183,7,28,35,30.02086169,46.78393776,4.66910839,96.63721027,mango
1184,0,36,26,34.13072188,51.25786185,5.101206389,96.38808001,mango
1185,26,35,31,33.44619894,53.05980465,5.339556562,98.05089394,mango
1186,27,21,30,35.3915464,52.48823147,5.061081874,91.22881052,mango
