,N,P,K,temperature,humidity,ph,rainfall,label
600,19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean
601,8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean
602,36,55,20,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean
603,10,56,16,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean
604,22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean
605,9,57,24,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean
606,34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean
607,31,51,25,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean
608,0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean
609,21,39,20,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean
610,28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean
611,17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean
612,24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean
613,28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean
614,21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean
615,34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean
616,19,53,22,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean
617,31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean
618,19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean
619,24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean
620,13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean
621,31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean
622,28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean
623,31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean
624,33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean
625,34,45,21,28.18837136,82.60629652,6.2873801170000005,37.01110438,mungbean
626,13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean
