,N,P,K,temperature,humidity,ph,rainfall,label
1600,22,30,12,15.78144173,92.51077745,6.354006743999999,119.035002,orange
1601,37,6,13,26.03097313,91.50819306,7.511755067999999,101.2847738,orange
1602,27,13,6,13.36050601,91.35608208,7.335158382,111.2266885,orange
1603,7,16,9,18.87957654,92.04304496,7.813916602999999,114.6659511,orange
1604,20,7,9,29.47741671,91.57802915,7.1291369410000005,111.1727497,orange
1605,26,27,10,28.06903173,92.91487288,6.079998496,114.1339416,orange
1606,5,23,15,25.66901098,92.04670813,7.408939392000001,112.5424199,orange
1607,0,18,14,29.77149434,92.00719952,7.207991261,114.41617859999998,orange
1608,39,24,14,30.55472573,90.90343769,7.189259647,106.0711985,orange
1609,13,23,6,23.96147583,90.26408017,7.365338111,102.6958703,orange
1610,21,17,15,23.98289638,91.5473145,7.455991072000001,118.4901697,orange
1611,33,12,8,25.26052689,90.31153735,6.822282114,117.36952959999998,orange
1612,6,9,12,31.08368929,90.14362642,7.028746406000002,109.6894658,orange
1613,19,7,10,14.78003032,91.22062116,6.118430299,100.1961762,orange
1614,24,18,6,26.56608303,94.45239715,6.285312759,116.3796525,orange
1615,9,11,8,24.85903405,94.39000473,6.559236744,111.78037340000002,orange
1616,31,8,7,34.51465139,93.63812684,7.163245982,103.5684926,orange
1617,22,17,5,24.12188673,90.72351622,6.945562889,102.835632,orange
1618,13,5,8,23.85340379,90.10522549,7.474710503,103.923226,orange
1619,16,8,9,24.60297538,91.28408653,7.601189842999999,111.2948115,orange
1620,4,13,6,15.63211033,94.25966183,7.5611432239999985,101.4705704,orange
1621,0,25,14,19.33516809,91.97978938,6.361671475,116.450422,orange
1622,8,7,10,28.2620488,91.98317355,6.929216014,105.2132259,orange
1623,4,23,5,22.67594476,93.36348717,7.477935216,110.3332655,orange
1624,33,14,8,21.03200078,92.9641969,7.684420446,110.6823944,orange
1625,30,7,15,33.23453301,91.06053924,7.825531916,115.7659902,orange
1626,21,29,12,22.30318989,92.15987039,6.438668989,117.3688104,orange
1627,11,14,5,11.50322938,94.8933184,6.946354724,115.56837759999998,orange
1628,9,8,15,14.34320488,94.35734702,7.994465371,110.22231229999998,orange
1629,5,18,14,33.105698100000005,93.48447453,7.434118807000001,119.1709113,orange
1630,29,25,14,30.49183837,90.4582865,7.781988584,113.3302105,orange
1631,33,12,15,30.25578031,92.03272799,6.052318465,116.7173125,orange
1632,8,16,6,12.22816189,90.26457428,7.106650373,108.4161706,orange
1633,15,14,8,10.01081312,90.22399223,6.22094286,119.3941064,orange
1634,16,7,8,22.79196751,90.60901895,6.420457311,116.5084074,orange
1635,0,12,7,20.18432263,90.65458473,6.969249676,116.8130969,orange
1636,5,25,6,30.72119881,94.01331956,6.0113021810000005,106.8118019,orange
1637,6,8,11,24.35590861,92.39651663,6.600948787999999,119.6946577,orange
1638,10,5,5,21.21306973,91.35349216,7.817846496,112.9834361,orange
1639,1,17,6,10.78689755,91.38411917,6.8198271,117.5293447,orange
1640,1,30,10,11.89925671,91.34663797,7.291405641,103.5771468,orange
1641,0,23,15,22.56664172,93.37488907,7.598729065,109.8585753,orange
1642,24,27,9,18.86883219,93.24688124,6.157135092000001,119.3936976,orange
1643,36,11,13,17.34083741,93.04897191,7.1917274,112.7194284,orange
1644,40,21,8,34.90665289,92.87820148,7.418761774,102.1906333,orange
1645,40,22,6,24.53610067,91.90997228,6.488221135,115.9787989,orange
1646,32,18,13,13.8377282,91.74780462,6.044167236,107.9873218,orange
1647,9,10,10,22.3551049,93.52211892,6.010391864,101.5164589,orange
1648,13,16,8,34.74004942,93.12316972,6.949838549,100.1967854,orange
1649,15,9,11,11.54785707,94.14861001,7.907956251,108.82891709999998,orange
1650,29,11,5,23.13338811,91.94670335,7.639788459,104.4224145,orange
1651,1,15,9,29.98364695,94.55239717,7.53350946,115.3560318,orange
1652,18,5,11,20.87947369,90.93756231,6.251586885,102.4550786,orange
1653,14,22,9,17.24944623,91.13772765,6.543191814,112.50905159999998,orange
1654,33,15,7,15.83388699,91.68293851,7.651225301,109.7571416,orange
1655,4,6,7,23.01014302,91.11764246,6.708889665,112.6738296,orange
1656,17,16,14,16.39624284,92.18151927,6.625538653,102.944161,orange
1657,12,20,10,24.45132792,93.10527686,6.528354932,109.4711098,orange
1658,34,29,8,31.87859192,91.15248149,6.450640306,105.3437825,orange
1659,39,28,10,31.34920143,91.48247612,7.181907673,109.1549823,orange
1660,31,25,12,18.05142392,90.03969587,7.016482298,111.7793889,orange
1661,12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange
1662,12,29,13,22.45616931,91.52781832,7.57125447,118.0069295,orange
1663,26,11,11,13.70319166,90.95589386,7.609348255,106.2944879,orange
1664,19,24,15,20.48954522,93.72485075,7.137136973,111.83919509999998,orange
1665,39,21,9,13.20844373,94.02769434,6.354022554,106.2696156,orange
1666,16,29,13,32.31944397,93.67804556,6.196907944,117.6236473,orange
1667,36,29,13,20.68185224,90.91510525,7.829507245,109.7513927,orange
1668,37,23,12,31.52675982,90.50621806,6.395258356,113.1169398,orange
1669,39,9,15,25.35467646,91.81183218,7.992041984,116.7555937,orange
1670,31,5,14,17.66545409,91.69865887,6.583411671,110.6857506,orange
1671,18,12,8,12.59093977,91.81668769,6.206053072,119.39167179999998,orange
1672,20,20,10,11.86631922,93.68394562,6.976997772000001,106.060149,orange
1673,5,8,5,11.03367937,92.22706805,6.562594972,112.7715925,orange
1674,20,8,12,25.2990432,94.96419851,7.260416405,117.9733424,orange
1675,25,21,11,32.23797837,90.15406807,6.460044777999999,104.7052254,orange
1676,14,19,14,17.68408797,94.35815354,6.699164936,108.0638166,orange
1677,37,18,12,10.2708877,90.19147747,7.401121811,106.69552040000002,orange
1678,26,15,6,17.22034507,94.78797376,6.912033409,108.0054343,orange
1679,13,22,5,19.667056,90.50096668,7.764040111,100.1737964,orange
1680,32,25,9,10.35609594,93.75652041,7.796034006,101.1456947,orange
1681,19,7,9,27.255435,91.71369387,6.969883482999999,101.139435,orange
1682,28,7,9,34.591784600000004,92.13229786,6.730757538,115.5650287,orange
1683,24,30,11,32.39523995,94.51768464,6.601395755,113.25373,orange
1684,7,17,10,10.16431299,91.22320999,6.465913274,106.362551,orange
1685,18,23,8,21.49118657,93.43949693,6.41354791,101.4819888,orange
1686,7,20,12,16.53460397,94.76759975,6.475275337,110.0447896,orange
1687,20,23,11,31.852069399999998,90.12220323,6.407715561,109.9455062,orange
1688,18,14,11,28.04799508,90.00621688,6.550814117000001,117.1311498,orange
1689,34,11,10,31.75048899,94.59551226,7.36220835,115.1989301,orange
1690,20,29,10,29.07412717,93.27189064,7.36549204,100.7896871,orange
1691,37,24,13,19.14381903,90.71037456,7.8546243,108.0230792,orange
1692,12,8,10,16.14820285,91.4448027,7.995848977,107.4287664,orange
1693,34,10,14,34.05296914,92.05811721,6.725600855,116.8020848,orange
1694,6,13,9,34.51423957,90.56151463,7.786725333,118.32719679999998,orange
1695,27,30,5,32.71748548,90.54608254,7.656978112000001,113.328978,orange
1696,13,8,12,25.16296632,92.54736032,7.105904818,114.3117197,orange
1697,6,7,7,27.68167318,94.47316879,7.199106204,113.9995146,orange
1698,40,17,15,21.35093384,90.9492967,7.871063004,107.0862095,orange
1699,31,26,9,11.69894639,93.25638873,7.566165721,103.2005992,orange
