,N,P,K,temperature,humidity,ph,rainfall,label
500,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans
501,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans
502,36,58,25,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans
503,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans
504,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans
505,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans
506,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans
507,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans
508,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans
509,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans
510,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans
511,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans
512,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans
513,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans
514,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans
515,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans
516,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans
517,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans
518,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans
519,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans
520,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans
521,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans
522,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans
523,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans
524,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans
525,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans
526,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans
527,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans
528,22,43,24,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans
529,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans
530,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans
531,17,43,22,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans
532,8,45,15,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans
533,7,56,23,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans
534,36,57,16,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans
535,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans
536,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans
537,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans
538,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans
539,9,49,16,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans
540,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans
541,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans
542,21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans
543,37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans
544,32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans
545,29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans
546,25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans
547,10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans
548,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans
549,9,60,23,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans
550,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans
551,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans
552,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans
553,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans
554,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans
555,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans
556,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans
557,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans
558,21,39,20,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans
559,35,57,25,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans
560,22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans
561,35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans
562,17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans
563,28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans
564,22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans
565,11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans
566,38,38,18,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans
567,23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans
568,25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans
569,40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans
570,23,58,19,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans
571,2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans
572,3,56,17,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans
573,26,51,25,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans
574,39,42,20,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans
575,27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans
576,24,45,19,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans
577,7,40,17,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans
578,15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans
579,26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans
