,N,P,K,temperature,humidity,ph,rainfall,label
2000,89,47,38,25.52468965,72.24850829,6.002524871,151.8869972,jute
2001,60,37,39,26.59104992,82.94164078,6.033485257000001,161.2469997,jute
2002,63,41,45,25.29781791,86.88705350000002,7.121933578999999,196.6249511,jute
2003,86,40,39,25.72100868,88.16513579,6.207459637,175.60866969999995,jute
2004,96,41,40,23.58419277,72.00460848,6.090060478,190.4242157,jute
2005,100,35,36,25.31042337,72.01364411,6.346715209,190.5577618,jute
2006,63,37,43,23.41798979,85.08640476,6.661957897000001,185.7446728,jute
2007,70,43,40,24.35564134,88.80391021,6.176860192,169.11680280000004,jute
2008,67,55,44,26.284017,75.14640198,7.251847296,182.2685447,jute
2009,74,40,40,25.13842773,83.12053888,6.386259977999999,169.33884650000005,jute
2010,89,53,44,24.88692811,71.91711523,7.319735475,150.2498675,jute
2011,74,46,45,25.75734909,88.36668522,6.025028997000001,189.4263485,jute
2012,89,41,38,23.12844351,74.68322732,6.344751947000001,199.83629130000003,jute
2013,60,55,40,24.9949957,88.95692783,7.02777956,151.4935635,jute
2014,67,43,38,25.21622704,70.88259632,7.299304715,195.8645552,jute
2015,70,38,35,24.39736241,79.26861738,7.014063944,164.2697011,jute
2016,74,49,38,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute
2017,90,40,39,25.72668885,81.86171563,6.626503893,191.9649389,jute
2018,82,35,44,26.96656378,78.21047693,6.239011,169.8391177,jute
2019,73,45,37,23.70467146,74.63745355,6.742688094,181.2783964,jute
2020,85,53,38,24.90075709,73.84186449,6.588017308,153.8990984,jute
2021,81,56,36,23.39605743,72.60512854,7.097586415,174.78764109999997,jute
2022,84,55,38,26.8748389,79.78725152,6.956682742999999,173.1017097,jute
2023,80,45,42,23.1426498,74.99739774,7.380396262,151.9035477,jute
2024,76,54,45,24.29496635,77.62976013,6.176618831,184.9800516,jute
2025,76,56,39,24.39459498,89.89106506,6.551130445,197.1220049,jute
2026,81,40,45,25.7629429,80.76238215,6.427726565,174.5071843,jute
2027,76,44,45,25.4879684,84.48235878,6.740947635,168.7848886,jute
2028,69,47,40,25.37122686,76.2403666,6.130136384,183.8270791,jute
2029,82,40,45,26.21312799,81.70476368,6.667633355,180.1237765,jute
2030,69,57,35,24.30748599,78.54340987,6.1868143920000005,186.2337571,jute
2031,81,36,38,23.76554749,87.98329901,6.334837865,150.31661519999997,jute
2032,67,60,38,24.79853023,78.53037059,7.16214284,162.2847429,jute
2033,72,51,40,23.20683504,74.09956958,7.422318499,199.4766779,jute
2034,65,39,45,23.66805429,70.89000744,6.768001309,184.4633281,jute
2035,78,50,43,25.12417673,85.72530641,6.348441469,159.5718087,jute
2036,77,52,41,23.89069041,83.46409075,6.097294061,167.72306319999996,jute
2037,89,52,42,23.09433785,81.45139295,6.14132902,196.6587013,jute
2038,62,49,37,24.21744605,82.85284045,7.479248124,166.13658859999995,jute
