,N,P,K,temperature,humidity,ph,rainfall,label
200,40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea
201,23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea
202,39,58,85,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea
203,22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea
204,36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea
205,32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea
206,58,70,84,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea
207,59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea
208,42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea
209,28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea
210,58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea
211,43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea
212,58,63,81,19.81344531,14.69765308,6.515499548999999,78.96514709,chickpea
213,23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea
214,27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea
215,28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea
216,50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea
217,39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea
218,25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea
219,31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea
220,26,80,83,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea
221,25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea
222,31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea
223,60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea
224,59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea
225,22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea
226,36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea
227,59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea
228,54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea
